default;VARSTA * -0,1804027;varsta;industrie;coef_industrie;RDCP;LCH;LCH * -0,1375285;RAIA;ROE;ROA;ROTA;PCA;PCA*-10,2012953;ACD;ACD*0,1306642;AIT;AIT * 0,4853927;ACT;PAT;CAT;coef_RATING
Yes;-0,5412081;3;MEDICAL;-2,0331656;0,11;9,73;-1,34;0,66;0,19;0,17;0,14;-0,20;2,04;5,87;0,77;0,40;0,19;0,60;0,17;0,90;-0,91
No;-0,9020135;5;SERVICII;-1,9360018;3,07;1,33;-0,18;0,00;-0,05;-0,01;0,00;-0,19;1,94;1,33;0,17;0,00;0,00;1,00;-0,01;0,25;-0,91
No;-0,3608054;2;COMERT;-0,2060851;1,01;1,97;-0,27;0,08;0,09;0,04;1,30;0,03;-0,34;1,82;0,24;0,08;0,04;0,92;0,04;0,50;-0,90
Yes;-0,7216108;4;PRODUCTIE;-0,5517872;-2,68;0,46;-0,06;0,18;0,30;-0,25;0,51;-0,03;0,31;0,39;0,05;0,16;0,08;0,84;-0,25;-0,81;-0,90
Yes;-0,7216108;4;PRODUCTIE;-0,5517872;-38,36;0,97;-0,13;0,97;1,42;-0,04;1,92;-0,02;0,20;0,49;0,06;0,49;0,24;0,51;-0,04;-0,03;-0,90
No;-0,5412081;3;COMERT;-0,2060851;1,31;1,76;-0,24;0,35;0,30;0,13;6,31;0,02;-0,21;1,30;0,17;0,26;0,13;0,74;0,13;0,43;-0,90
Yes;-0,9020135;5;COMERT;-0,2060851;3,32;1,30;-0,18;3,48;0,02;0,01;2,31;0,00;-0,02;0,29;0,04;0,78;0,38;0,22;0,01;0,23;-0,90
No;-2,1648324;12;COMERT;-0,2060851;0,10;10,93;-1,50;0,02;-0,19;-0,17;1,11;-0,15;1,56;10,75;1,41;0,02;0,01;0,98;-0,17;0,91;-0,90
No;-0,3608054;2;SERVICII;-1,9360018;-3,17;0,68;-0,09;12,85;0,77;-0,36;3,49;-0,10;1,04;0,05;0,01;0,93;0,45;0,07;-0,36;-0,46;-0,90
No;-0,3608054;2;SERVICII;-1,9360018;-1,11;0,10;-0,01;0,20;0,55;-4,83;1,23;-0,13;1,33;0,09;0,01;0,17;0,08;0,83;-4,83;-8,75;-0,89
Yes;-0,5412081;3;SERVICII;-1,9360018;4,45;1,22;-0,17;4,31;0,24;0,04;0,33;-0,13;1,34;0,23;0,03;0,81;0,39;0,19;0,04;0,18;-0,89
No;-0,3608054;2;SERVICII;-1,9360018;-2,88;1,24;-0,17;16,26;1,07;-0,30;0,16;-0,11;1,12;0,07;0,01;0,94;0,46;0,06;-0,30;-0,28;-0,88
No;-0,9020135;5;COMERT;-0,2060851;3,79;1,20;-0,17;0,46;-0,12;-0,03;1,96;-0,01;0,14;0,82;0,11;0,32;0,15;0,68;-0,03;0,22;-0,88
Yes;-0,5412081;3;PRODUCTIE;-0,5517872;-4,24;0,63;-0,09;0,52;-0,01;0,00;0,25;-0,01;0,08;0,41;0,05;0,34;0,17;0,66;0,00;-0,38;-0,88
Yes;-1,0824162;6;COMERT;-0,2060851;3,09;1,37;-0,19;0,08;-0,09;-0,02;0,56;-0,04;0,40;1,27;0,17;0,07;0,04;0,93;-0,02;0,24;-0,87
No;-0,5412081;3;COMERT;-0,2060851;123,19;1,01;-0,14;0,07;5,84;0,05;3,43;0,01;-0,14;0,94;0,12;0,07;0,03;0,93;0,05;0,01;-0,87
No;-2,3452351;13;COMERT;-0,2060851;0,32;3,71;-0,51;0,04;-0,20;-0,17;0,99;-0,17;1,71;3,56;0,46;0,04;0,02;0,96;-0,17;0,85;-0,87
No;-1,804027;10;SERVICII;-1,9360018;-1,52;0,33;-0,05;0,05;0,28;-0,56;0,00;-0,28;2,86;0,32;0,04;0,05;0,02;0,95;-0,56;-1,97;-0,86
Yes;-1,0824162;6;AGRI;-0,5517872;-2,76;0,64;-0,09;0,19;0,91;-0,52;0,61;-0,07;0,71;0,54;0,07;0,16;0,08;0,84;-0,52;-0,57;-0,86
No;-0,3608054;2;PRODUCTIE;-0,5517872;-4,25;0,63;-0,09;0,56;-0,01;0,00;0,29;0,01;-0,09;0,40;0,05;0,36;0,17;0,64;0,00;-0,37;-0,86
No;-1,6236243;9;SERVICII;-1,9360018;23,63;1,04;-0,14;4,12;-5,07;-0,21;0,87;-0,24;2,43;0,20;0,03;0,80;0,39;0,20;-0,21;0,04;-0,86
No;-0,7216108;4;COMERT;-0,2060851;2,90;1,33;-0,18;0,91;0,06;0,02;2,61;0,01;-0,06;0,70;0,09;0,48;0,23;0,52;0,02;0,26;-0,85
Yes;-0,7216108;4;SERVICII;-1,9360018;6,42;1,45;-0,20;6,43;0,51;0,05;0,36;-0,15;1,57;0,19;0,03;0,87;0,42;0,13;0,05;0,11;-0,85
No;-0,1804027;1;COMERT;-0,2060851;-1,85;0,46;-0,06;0,00;-0,17;0,20;4,52;0,04;-0,45;0,46;0,06;0,00;0,00;1,00;0,20;-1,18;-0,84
No;-0,1804027;1;SERVICII;-1,9360018;5,26;1,19;-0,16;0,82;-0,99;-0,16;1,41;-0,11;1,14;0,65;0,09;0,45;0,22;0,55;-0,16;0,16;-0,83
Yes;-0,7216108;4;COMERT;-0,2060851;3,88;1,24;-0,17;0,60;0,01;0,00;0,90;0,00;-0,01;0,78;0,10;0,37;0,18;0,63;0,00;0,21;-0,83
Yes;-1,4432216;8;CONSTRUCTII;-0,8181026;0,02;57,98;-7,97;0,00;0,34;0,33;1,85;-0,18;1,84;57,98;7,58;0,00;0,00;1,00;0,33;0,98;-0,82
Yes;-1,2628189;7;COMERT;-0,2060851;-2,14;0,53;-0,07;0,13;0,31;-0,27;0,39;-0,06;0,61;0,47;0,06;0,11;0,06;0,89;-0,27;-0,88;-0,81
No;-1,2628189;7;COMERT;-0,2060851;-1,17;0,14;-0,02;0,49;0,09;-0,55;0,82;-0,05;0,51;0,10;0,01;0,33;0,16;0,67;-0,55;-5,90;-0,81
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;10,85;1,09;-0,15;0,52;0,00;0,00;1,52;0,00;0,00;0,72;0,09;0,34;0,17;0,66;0,00;0,08;-0,80
Yes;-0,7216108;4;COMERT;-0,2060851;57,46;0,79;-0,11;0,74;0,31;0,01;2,21;0,00;-0,03;0,45;0,06;0,42;0,21;0,58;0,01;0,02;-0,80
No;-0,3608054;2;PRODUCTIE;-0,5517872;58,76;1,00;-0,14;0,51;0,02;0,00;1,96;0,00;0,00;0,66;0,09;0,34;0,16;0,66;0,00;0,02;-0,80
Yes;-0,1804027;1;SERVICII;-1,9360018;11,08;1,09;-0,15;0,00;-10,69;-0,89;0,22;-0,13;1,33;1,09;0,14;0,00;0,00;1,00;-0,89;0,08;-0,80
Yes;-0,5412081;3;COMERT;-0,2060851;105,24;1,01;-0,14;0,01;0,98;0,01;2,22;0,00;-0,04;1,00;0,13;0,01;0,00;0,99;0,01;0,01;-0,79
No;-0,5412081;3;COMERT;-0,2060851;12,01;1,08;-0,15;0,04;0,10;0,01;1,49;0,01;-0,05;1,04;0,14;0,04;0,02;0,96;0,01;0,08;-0,79
Yes;-0,5412081;3;AGRI;-0,5517872;4,25;1,24;-0,17;1,58;0,05;0,01;0,91;-0,01;0,11;0,48;0,06;0,61;0,30;0,39;0,01;0,19;-0,79
No;-0,3608054;2;SERVICII;-1,9360018;3,51;1,28;-0,18;0,38;-0,21;-0,05;0,01;-0,14;1,43;0,93;0,12;0,27;0,13;0,73;-0,05;0,22;-0,79
Yes;-1,6236243;9;COMERT;-0,2060851;8,18;1,12;-0,15;0,94;0,38;0,04;0,48;-0,09;0,88;0,58;0,08;0,48;0,24;0,52;0,04;0,11;-0,79
Yes;-1,4432216;8;COMERT;-0,2060851;-2,68;0,63;-0,09;0,39;0,22;-0,13;1,74;-0,07;0,76;0,45;0,06;0,28;0,14;0,72;-0,13;-0,60;-0,78
Yes;-1,6236243;9;COMERT;-0,2060851;-6,35;0,84;-0,12;10,03;4,96;-0,93;1,10;-0,07;0,71;0,08;0,01;0,91;0,44;0,09;-0,93;-0,19;-0,78
No;-0,1804027;1;SERVICII;-1,9360018;-1,18;0,14;-0,02;0,32;0,55;-3,26;1,48;-0,12;1,22;0,11;0,01;0,24;0,12;0,76;-3,26;-5,93;-0,78
Yes;-0,5412081;3;SERVICII;-1,9360018;-2,60;0,71;-0,10;37,73;0,34;-0,18;0,06;-0,13;1,33;0,02;0,00;0,97;0,47;0,03;-0,18;-0,54;-0,77
No;-0,1804027;1;COMERT;-0,2060851;0,26;4,81;-0,66;0,50;0,42;0,33;0,74;0,03;-0,31;3,21;0,42;0,33;0,16;0,67;0,33;0,79;-0,77
Yes;-0,7216108;4;SERVICII;-1,9360018;-15,90;0,94;-0,13;2,67;1,78;-0,12;0,75;-0,16;1,63;0,26;0,03;0,73;0,35;0,27;-0,12;-0,07;-0,77
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;3,21;1,31;-0,18;0,48;0,01;0,00;0,43;-0,01;0,05;0,89;0,12;0,32;0,16;0,68;0,00;0,24;-0,77
No;-0,3608054;2;SERVICII;-1,9360018;-0,80;0,05;-0,01;0,00;0,87;-21,59;1,50;-0,15;1,53;0,05;0,01;0,00;0,00;1,00;-21,59;-24,77;-0,77
Yes;-0,7216108;4;COMERT;-0,2060851;10,08;1,15;-0,16;0,74;-0,09;-0,01;2,73;0,00;0,03;0,66;0,09;0,43;0,21;0,57;-0,01;0,09;-0,76
Yes;-0,7216108;4;COMERT;-0,2060851;1,07;1,33;-0,18;2,65;0,01;0,01;1,94;0,00;-0,05;0,36;0,05;0,73;0,35;0,27;0,01;0,70;-0,76
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;1,78;1,54;-0,21;1,56;0,00;0,00;0,56;0,00;-0,01;0,60;0,08;0,61;0,30;0,39;0,00;0,37;-0,76
No;-1,2628189;7;SERVICII;-1,9360018;0,15;7,90;-1,09;0,17;-0,29;-0,25;1,00;-0,25;2,57;6,77;0,88;0,14;0,07;0,86;-0,25;0,87;-0,76
Yes;-0,9020135;5;AGRI;-0,5517872;3,45;1,29;-0,18;0,18;-0,21;-0,05;0,74;-0,06;0,66;1,09;0,14;0,15;0,07;0,85;-0,05;0,22;-0,76
No;-0,3608054;2;COMERT;-0,2060851;6,35;1,16;-0,16;0,00;0,32;0,04;2,52;0,02;-0,18;1,16;0,15;0,00;0,00;1,00;0,04;0,14;-0,75
No;-0,9020135;5;COMERT;-0,2060851;-11,46;0,91;-0,13;0,10;0,71;-0,07;2,09;-0,03;0,33;0,83;0,11;0,09;0,05;0,91;-0,07;-0,10;-0,75
No;-0,3608054;2;SERVICII;-1,9360018;14,87;1,07;-0,15;0,89;-1,99;-0,13;0,92;-0,14;1,39;0,57;0,07;0,47;0,23;0,53;-0,13;0,06;-0,75
Yes;-0,7216108;4;CONSTRUCTII;-0,8181026;-8,60;0,86;-0,12;2,82;1,02;-0,14;2,65;-0,05;0,53;0,23;0,03;0,74;0,36;0,26;-0,14;-0,13;-0,74
Yes;-0,9020135;5;PRODUCTIE;-0,5517872;-6,31;0,84;-0,12;0,09;-0,14;0,03;0,38;-0,07;0,70;0,78;0,10;0,08;0,04;0,92;0,03;-0,19;-0,73
No;-0,3608054;2;COMERT;-0,2060851;6,33;1,16;-0,16;0,04;0,35;0,05;2,89;0,02;-0,17;1,12;0,15;0,03;0,02;0,97;0,05;0,14;-0,73
Yes;-1,4432216;8;CONSTRUCTII;-0,8181026;-1,75;0,41;-0,06;0,40;0,62;-0,86;6,24;-0,14;1,41;0,29;0,04;0,29;0,14;0,71;-0,86;-1,39;-0,73
Yes;-0,5412081;3;CONSTRUCTII;-0,8181026;-5,67;0,82;-0,11;0,14;0,57;-0,12;2,07;-0,06;0,60;0,72;0,09;0,12;0,06;0,88;-0,12;-0,21;-0,72
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-2,75;0,64;-0,09;0,08;-0,36;0,20;2,10;-0,10;0,98;0,59;0,08;0,07;0,03;0,93;0,20;-0,57;-0,71
Yes;-0,5412081;3;COMERT;-0,2060851;27,05;0,95;-0,13;0,21;0,13;0,01;2,31;0,00;-0,02;0,78;0,10;0,17;0,08;0,83;0,01;0,04;-0,71
No;-0,5412081;3;COMERT;-0,2060851;-6,80;0,94;-0,13;0,04;0,03;0,00;1,19;0,00;0,03;0,90;0,12;0,04;0,02;0,96;0,00;-0,16;-0,70
Yes;-0,5412081;3;COMERT;-0,2060851;1,89;1,53;-0,21;0,15;-0,01;0,00;1,23;0,00;0,02;1,32;0,17;0,13;0,06;0,87;0,00;0,35;-0,70
No;-0,3608054;2;COMERT;-0,2060851;1,61;1,62;-0,22;1,79;0,06;0,02;0,79;0,03;-0,29;0,58;0,08;0,64;0,31;0,36;0,02;0,38;-0,70
Yes;-0,3608054;2;CONSTRUCTII;-0,8181026;6,38;1,15;-0,16;1,27;0,07;0,01;0,32;-0,03;0,30;0,51;0,07;0,56;0,27;0,44;0,01;0,14;-0,70
Yes;-0,7216108;4;AGRI;-0,5517872;190,67;1,01;-0,14;0,27;-65,49;-0,34;0,56;-0,05;0,51;0,79;0,10;0,21;0,10;0,79;-0,34;0,01;-0,69
Yes;-1,2628189;7;PRODUCTIE;-0,5517872;-1,51;0,34;-0,05;0,01;0,19;-0,37;0,21;-0,11;1,12;0,34;0,04;0,01;0,00;0,99;-0,37;-1,96;-0,69
No;-0,1804027;1;SERVICII;-1,9360018;-0,56;0,07;-0,01;0,00;1,02;-24,86;0,00;-0,14;1,43;0,07;0,01;0,00;0,00;1,00;-24,86;-24,28;-0,69
Yes;-1,2628189;7;COMERT;-0,2060851;0,34;3,91;-0,54;0,01;0,94;0,70;1,10;-0,08;0,82;3,87;0,51;0,01;0,00;0,99;0,70;0,74;-0,68
No;-0,7216108;4;SERVICII;-1,9360018;-3,59;0,72;-0,10;2,99;0,65;-0,25;1,51;-0,17;1,69;0,18;0,02;0,75;0,36;0,25;-0,25;-0,39;-0,68
No;-0,1804027;1;COMERT;-0,2060851;0,35;4,22;-0,58;6,23;0,24;0,17;0,39;0,02;-0,20;0,58;0,08;0,86;0,42;0,14;0,17;0,67;-0,68
Yes;-1,6236243;9;SERVICII;-1,9360018;-1,48;0,33;-0,04;0,43;-0,01;0,01;0,00;-0,27;2,75;0,23;0,03;0,30;0,15;0,70;0,01;-2,07;-0,67
Yes;-1,2628189;7;COMERT;-0,2060851;4,10;1,14;-0,16;1,53;0,18;0,04;0,63;-0,06;0,60;0,45;0,06;0,60;0,29;0,40;0,04;0,21;-0,67
Yes;-0,5412081;3;COMERT;-0,2060851;4,25;1,24;-0,17;0,61;0,03;0,01;2,05;0,00;-0,03;0,77;0,10;0,38;0,18;0,62;0,01;0,19;-0,66
Yes;-1,0824162;6;AGRI;-0,5517872;-2,17;1,04;-0,14;0,96;1,81;-0,80;0,87;-0,08;0,82;0,53;0,07;0,49;0,24;0,51;-0,80;-0,44;-0,65
No;-0,1804027;1;COMERT;-0,2060851;3,69;1,27;-0,17;0,06;0,32;0,07;2,51;0,03;-0,28;1,20;0,16;0,05;0,03;0,95;0,07;0,21;-0,65
No;-0,1804027;1;SERVICII;-1,9360018;-6,40;0,84;-0,12;0,12;1,08;-0,20;0,03;-0,14;1,43;0,75;0,10;0,11;0,05;0,89;-0,20;-0,19;-0,65
No;-1,4432216;8;COMERT;-0,2060851;0,63;2,59;-0,36;0,58;-0,18;-0,11;1,20;-0,09;0,96;1,64;0,21;0,37;0,18;0,63;-0,11;0,62;-0,65
No;-0,3608054;2;SERVICII;-1,9360018;-1,76;0,43;-0,06;0,67;0,16;-0,21;1,46;-0,14;1,48;0,26;0,03;0,40;0,20;0,60;-0,21;-1,32;-0,65
Yes;-0,3608054;2;CONSTRUCTII;-0,8181026;-1,44;0,08;-0,01;2,20;1,02;-8,35;19,76;-0,02;0,20;0,03;0,00;0,69;0,33;0,31;-8,35;-8,19;-0,65
No;-0,9020135;5;SERVICII;-1,9360018;-2,56;0,61;-0,08;0,20;1,12;-0,71;3,43;-0,21;2,13;0,51;0,07;0,17;0,08;0,83;-0,71;-0,64;-0,65
Yes;-0,5412081;3;CONSTRUCTII;-0,8181026;-2,20;0,66;-0,09;0,00;1,01;-0,70;0,80;-0,07;0,71;0,66;0,09;0,00;0,00;1,00;-0,70;-0,69;-0,65
Yes;-1,2628189;7;PRODUCTIE;-0,5517872;-1,94;0,53;-0,07;6,17;0,15;-0,14;0,16;-0,08;0,82;0,07;0,01;0,86;0,42;0,14;-0,14;-0,98;-0,64
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;17,43;1,06;-0,15;0,11;0,56;0,03;1,29;-0,02;0,24;0,95;0,12;0,10;0,05;0,90;0,03;0,05;-0,64
No;-2,7060405;15;PRODUCTIE;-0,5517872;1,68;1,60;-0,22;1,68;-0,24;-0,09;0,37;-0,24;2,45;0,60;0,08;0,63;0,30;0,37;-0,09;0,37;-0,64
Yes;-1,2628189;7;PRODUCTIE;-0,5517872;-14,16;0,93;-0,13;0,19;0,45;-0,03;0,02;-0,11;1,12;0,78;0,10;0,16;0,08;0,84;-0,03;-0,08;-0,64
Yes;-0,5412081;3;CONSTRUCTII;-0,8181026;-11,08;0,91;-0,13;0,39;0,73;-0,07;1,18;-0,06;0,62;0,66;0,09;0,28;0,14;0,72;-0,07;-0,10;-0,64
Yes;-0,5412081;3;COMERT;-0,2060851;21,20;1,04;-0,14;0,57;0,04;0,00;1,75;0,00;-0,01;0,66;0,09;0,36;0,18;0,64;0,00;0,05;-0,64
No;-0,5412081;3;COMERT;-0,2060851;3,38;1,25;-0,17;0,79;0,01;0,00;0,96;0,00;-0,02;0,70;0,09;0,44;0,21;0,56;0,00;0,24;-0,64
Yes;-1,4432216;8;PRODUCTIE;-0,5517872;4,89;1,35;-0,19;3,79;-0,30;-0,05;0,41;-0,11;1,13;0,28;0,04;0,79;0,38;0,21;-0,05;0,15;-0,63
No;-2,8864432;16;COMERT;-0,2060851;-1,52;0,34;-0,05;0,05;0,44;-0,84;3,50;-0,24;2,45;0,33;0,04;0,04;0,02;0,96;-0,84;-1,91;-0,63
No;-0,1804027;1;PRODUCTIE;-0,5517872;49,89;0,99;-0,14;0,49;0,03;0,00;2,36;0,00;0,00;0,66;0,09;0,33;0,16;0,67;0,00;0,02;-0,62
Yes;-0,5412081;3;COMERT;-0,2060851;4,05;1,25;-0,17;0,24;0,02;0,00;0,69;-0,01;0,07;1,01;0,13;0,20;0,10;0,80;0,00;0,20;-0,62
Yes;-0,5412081;3;COMERT;-0,2060851;-1,72;0,42;-0,06;0,52;-0,01;0,01;6,00;0,00;-0,02;0,28;0,04;0,34;0,17;0,66;0,01;-1,39;-0,62
Yes;-0,7216108;4;PRODUCTIE;-0,5517872;4,95;1,20;-0,17;0,18;-6,36;-1,07;1,47;-0,06;0,61;1,02;0,13;0,15;0,07;0,85;-1,07;0,17;-0,62
Yes;-0,9020135;5;COMERT;-0,2060851;0,72;2,39;-0,33;1,43;0,00;0,00;0,04;-0,04;0,41;0,99;0,13;0,59;0,29;0,41;0,00;0,58;-0,62
Yes;-1,4432216;8;SERVICII;-1,9360018;-21,09;0,92;-0,13;5,88;4,67;-0,24;0,99;-0,24;2,47;0,13;0,02;0,85;0,41;0,15;-0,24;-0,05;-0,60
Yes;-1,0824162;6;COMERT;-0,2060851;407,83;1,00;-0,14;0,81;-38,12;-0,09;1,79;-0,05;0,53;0,55;0,07;0,45;0,22;0,55;-0,09;0,00;-0,60
No;-2,1648324;12;COMERT;-0,2060851;1,86;1,54;-0,21;0,00;-0,13;-0,04;0,25;-0,17;1,78;1,54;0,20;0,00;0,00;1,00;-0,04;0,35;-0,60
Yes;-0,5412081;3;COMERT;-0,2060851;18,71;1,05;-0,14;0,00;0,99;0,05;3,31;-0,02;0,15;1,05;0,14;0,00;0,00;1,00;0,05;0,05;-0,60
No;-1,804027;10;SERVICII;-1,9360018;-43,15;0,98;-0,13;0,62;1,72;-0,04;0,14;-0,30;3,01;0,60;0,08;0,38;0,19;0,62;-0,04;-0,02;-0,60
No;-0,3608054;2;COMERT;-0,2060851;-25,79;0,95;-0,13;0,11;-0,20;0,01;1,34;0,01;-0,06;0,86;0,11;0,10;0,05;0,90;0,01;-0,04;-0,60
No;-0,7216108;4;SERVICII;-1,9360018;3,12;1,32;-0,18;1,39;-0,45;-0,11;0,59;-0,18;1,89;0,55;0,07;0,58;0,28;0,42;-0,11;0,24;-0,60
No;-0,7216108;4;PRODUCTIE;-0,5517872;3,60;1,12;-0,15;1,26;-0,24;-0,06;1,23;-0,05;0,49;0,50;0,06;0,56;0,27;0,44;-0,06;0,25;-0,60
Yes;-0,7216108;4;COMERT;-0,2060851;-3,09;0,71;-0,10;0,51;1,31;-0,60;1,47;-0,02;0,20;0,47;0,06;0,34;0,16;0,66;-0,60;-0,46;-0,60
No;-0,7216108;4;SERVICII;-1,9360018;0,35;3,87;-0,53;0,37;-0,24;-0,18;0,86;-0,21;2,10;2,81;0,37;0,27;0,13;0,73;-0,18;0,74;-0,59
No;-0,7216108;4;COMERT;-0,2060851;-29,78;0,96;-0,13;0,12;1,44;-0,05;1,69;-0,03;0,30;0,86;0,11;0,11;0,05;0,89;-0,05;-0,03;-0,59
Yes;-0,5412081;3;SERVICII;-1,9360018;4,11;1,24;-0,17;0,77;0,70;0,14;0,80;-0,17;1,75;0,70;0,09;0,44;0,21;0,56;0,14;0,20;-0,59
Yes;-1,2628189;7;COMERT;-0,2060851;-250,01;1,00;-0,14;0,24;77,91;-0,31;0,35;-0,08;0,82;0,80;0,10;0,19;0,09;0,81;-0,31;0,00;-0,59
Yes;-0,7216108;4;COMERT;-0,2060851;148,85;0,89;-0,12;3,81;0,99;0,01;1,43;-0,01;0,05;0,18;0,02;0,79;0,38;0,21;0,01;0,01;-0,59
Yes;-0,3608054;2;SERVICII;-1,9360018;1,07;1,94;-0,27;0,00;0,42;0,20;1,21;-0,17;1,73;1,94;0,25;0,00;0,00;1,00;0,20;0,48;-0,58
Yes;-1,0824162;6;COMERT;-0,2060851;-2,69;0,59;-0,08;0,35;0,74;-0,47;0,65;-0,06;0,61;0,44;0,06;0,26;0,12;0,74;-0,47;-0,62;-0,58
No;-0,3608054;2;COMERT;-0,2060851;6,26;1,14;-0,16;0,28;0,11;0,02;2,16;0,01;-0,07;0,89;0,12;0,22;0,11;0,78;0,02;0,14;-0,57
Yes;-0,3608054;2;COMERT;-0,2060851;32,74;0,99;-0,14;0,10;0,03;0,00;0,29;0,00;-0,03;0,91;0,12;0,09;0,04;0,91;0,00;0,03;-0,57
No;-0,1804027;1;COMERT;-0,2060851;27,16;1,04;-0,14;0,19;0,97;0,03;1,51;0,02;-0,23;0,87;0,11;0,16;0,08;0,84;0,03;0,04;-0,57
No;-0,7216108;4;SERVICII;-1,9360018;-4,04;0,75;-0,10;0,00;1,07;-0,35;1,71;-0,21;2,10;0,75;0,10;0,00;0,00;1,00;-0,35;-0,33;-0,56
No;-0,1804027;1;AGRI;-0,5517872;-0,62;1,30;-0,18;0,16;0,01;-0,01;0,66;-0,01;0,14;1,13;0,15;0,13;0,07;0,87;-0,01;-1,24;-0,56
No;-2,7060405;15;SERVICII;-1,9360018;-1,08;0,07;-0,01;0,28;0,02;-0,23;0,59;-0,39;3,98;0,06;0,01;0,22;0,11;0,78;-0,23;-12,38;-0,56
Yes;-1,0824162;6;SERVICII;-1,9360018;-2,45;0,60;-0,08;0,61;0,29;-0,20;0,88;-0,23;2,31;0,37;0,05;0,38;0,18;0,62;-0,20;-0,68;-0,56
No;-0,1804027;1;SERVICII;-1,9360018;-2,20;0,54;-0,07;4,46;0,55;-0,46;0,16;-0,12;1,22;0,10;0,01;0,82;0,40;0,18;-0,46;-0,84;-0,56
Yes;-0,5412081;3;COMERT;-0,2060851;5,66;1,16;-0,16;0,26;0,17;0,03;1,99;-0,01;0,13;0,92;0,12;0,21;0,10;0,79;0,03;0,15;-0,56
Yes;-1,2628189;7;COMERT;-0,2060851;-4,16;0,76;-0,10;0,38;1,00;-0,32;3,98;-0,08;0,81;0,55;0,07;0,28;0,13;0,72;-0,32;-0,32;-0,55
Yes;-0,9020135;5;COMERT;-0,2060851;1,81;1,66;-0,23;1,99;0,14;0,05;1,25;-0,04;0,39;0,56;0,07;0,66;0,32;0,34;0,05;0,33;-0,55
Yes;-1,2628189;7;COMERT;-0,2060851;-1,82;0,45;-0,06;0,02;0,21;-0,26;0,22;-0,09;0,92;0,44;0,06;0,02;0,01;0,98;-0,26;-1,22;-0,54
No;-0,1804027;1;COMERT;-0,2060851;5,50;1,16;-0,16;0,31;0,33;0,05;2,35;0,02;-0,23;0,88;0,12;0,24;0,12;0,76;0,05;0,16;-0,54
No;-0,3608054;2;SERVICII;-1,9360018;-2,06;0,51;-0,07;1,29;0,88;-0,85;0,10;-0,15;1,53;0,22;0,03;0,56;0,27;0,44;-0,85;-0,96;-0,53
Yes;-0,3608054;2;COMERT;-0,2060851;5,15;1,19;-0,16;0,21;0,02;0,00;2,59;0,00;-0,01;0,99;0,13;0,17;0,08;0,83;0,00;0,16;-0,53
Yes;-0,5412081;3;COMERT;-0,2060851;35,86;0,85;-0,12;0,43;-0,99;-0,03;2,99;-0,01;0,11;0,60;0,08;0,30;0,15;0,70;-0,03;0,03;-0,53
No;-0,3608054;2;SERVICII;-1,9360018;-1,61;0,38;-0,05;0,47;0,96;-1,59;0,07;-0,16;1,63;0,25;0,03;0,32;0,16;0,68;-1,59;-1,66;-0,53
No;-0,5412081;3;COMERT;-0,2060851;35,43;1,03;-0,14;0,15;-0,88;-0,02;1,29;-0,02;0,19;0,89;0,12;0,13;0,06;0,87;-0,02;0,03;-0,52
No;-0,1804027;1;SERVICII;-1,9360018;-1,20;0,16;-0,02;0,61;1,01;-5,10;0,92;-0,14;1,43;0,10;0,01;0,38;0,18;0,62;-5,10;-5,08;-0,51
Yes;-1,0824162;6;PRODUCTIE;-0,5517872;-1,42;0,28;-0,04;0,00;0,50;-1,25;0,66;-0,11;1,12;0,28;0,04;0,00;0,00;1,00;-1,25;-2,51;-0,51
No;-1,4432216;8;COMERT;-0,2060851;-1,16;0,14;-0,02;0,33;0,13;-0,78;0,58;-0,10;1,02;0,10;0,01;0,25;0,12;0,75;-0,78;-6,17;-0,51
Yes;-1,4432216;8;PRODUCTIE;-0,5517872;1,43;1,70;-0,23;0,00;1,00;0,41;2,81;-0,15;1,50;1,70;0,22;0,00;0,00;1,00;0,41;0,41;-0,51
Yes;-0,3608054;2;COMERT;-0,2060851;6,76;1,15;-0,16;0,30;0,01;0,00;2,83;0,00;0,00;0,88;0,12;0,23;0,11;0,77;0,00;0,13;-0,50
No;-0,1804027;1;SERVICII;-1,9360018;-1,48;0,33;-0,04;8,06;0,38;-0,80;0,28;-0,12;1,22;0,04;0,00;0,89;0,43;0,11;-0,80;-2,07;-0,50
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-1,32;0,24;-0,03;8,52;0,40;-1,25;1,32;-0,08;0,82;0,03;0,00;0,89;0,43;0,11;-1,25;-3,15;-0,50
No;-0,1804027;1;COMERT;-0,2060851;74,31;1,01;-0,14;0,01;1,95;0,03;3,01;0,01;-0,09;1,01;0,13;0,01;0,00;0,99;0,03;0,01;-0,48
Yes;-0,7216108;4;CONSTRUCTII;-0,8181026;6,53;0,33;-0,05;0,51;-0,24;-0,11;0,09;-0,09;0,92;0,22;0,03;0,34;0,16;0,66;-0,11;0,46;-0,48
Yes;-0,7216108;4;COMERT;-0,2060851;-1,20;0,20;-0,03;0,16;1,03;-4,37;7,76;-0,04;0,41;0,17;0,02;0,14;0,07;0,86;-4,37;-4,23;-0,46
